number,subjID,cond,age,gender,eth,inc,house,edu
548,6mGGovzyvCXJpfGp2V9qlw**,8,53,f,white,3,4,4
763,6mGGovzyvCXjRf8dxIshbA**,8,38,m,white,7,3,4
157,6mGGovzyvCXju8fsRBz1Ow**,0,31,f,Female/white,1,2,2
382,6mGGovzyvCXJWIGzRcFq-Q**,10,23,f,Hispanic,0,3,2
838,6mGGovzyvCXjX22OSjK2Pg**,11,43,m,WHITE,11,3,5
112,6mGGovzyvCXJx5A09t6Ecw**,3,19,f,White,6,5,2
166,6mGGovzyvCXJY_PM6WF4sA**,11,33,m,black,5,4,1
815,6mGGovzyvCXjZwHk_X6PIQ**,11,24,f,asian,6,1,6
126,6mGGovzyvCXK8QhqhGqeeA**,6,20,f,white,7,3,2
985,6mGGovzyvCXKBTCUvE6YBQ**,1,31,f,WHITE,4,1,4
297,6mGGovzyvCXkDkI1w9dNuA**,10,34,m,white,5,1,4
321,6mGGovzyvCXKee5eqdlWmw**,10,40,m,caucasian,1,1,2
185,6mGGovzyvCXKefYsPYyOnA**,6,25,f,White,4,3,2
598,6mGGovzyvCXKeks150lwJA**,10,51,f,Black,1,1,3
344,6mGGovzyvCXkhpL4vPM0-Q**,8,45,m,black,0,1,1
409,6mGGovzyvCXKnvw6u_zR-g**,2,18,m,Black,2,1,2
839,6mGGovzyvCXko4wAtKDSYQ**,11,31,f,White,8,5,4
135,6mGGovzyvCXKrWLUIDmQpA**,3,40,f,white/native american,3,5,5
396,6mGGovzyvCXkz05SzQr6gg**,1,20,m,Black,2,3,1
249,6mGGovzyvCXl20_O4TECvw**,9,32,m,White,3,2,3
607,6mGGovzyvCXl4I75bgO_Kg**,7,57,m,white,10,2,6
471,6mGGovzyvCXL6-AW4VpmRA**,4,41,f,white,10,5,4
550,6mGGovzyvCXLaFwoGniAvQ**,11,52,f,AMERICAN,6,2,2
711,6mGGovzyvCXlAh-riooa4Q**,4,39,f,hispanic,10,4,6
197,6mGGovzyvCXlaNMUEFg7JQ**,5,51,m,Caucasian,6,1,4
165,6mGGovzyvCXlC6--4kUDIQ**,10,43,m,white,11,3,2
214,6mGGovzyvCXLfZicLG4Jew**,10,38,f,white,7,4,3
528,6mGGovzyvCXlG8rrM1XFqQ**,1,41,m,WHITE,2,2,1
581,6mGGovzyvCXlGWW44nI28w**,5,55,f,white,5,6,3
502,6mGGovzyvCXLJBAw4dvnzQ**,11,33,m,white,1,1,2
389,6mGGovzyvCXLm4WsguVtLw**,6,24,m,black,0,3,1
970,6mGGovzyvCXL-MlEEiWnOw**,10,34,f,black,2,3,2
350,6mGGovzyvCXloaKcAdk9bw**,2,41,m,White,3,4,3
357,6mGGovzyvCXlotgN1ayvIA**,10,44,m,white,1,1,2
624,6mGGovzyvCXlqHzAq1FXcA**,1,38,m,Asian,6,4,2
123,6mGGovzyvCXLqs3-w0qDFw**,4,47,m,white,3,4,1
67,6mGGovzyvCXlRkJzi-mePA**,6,38,m,white/black/asian,7,4,2
964,6mGGovzyvCXLUzEeSCwhCA**,4,22,f,caucasion,1,2,1
919,6mGGovzyvCXLvDa0OctnSg**,8,39,f,caucasian,9,4,3
754,6mGGovzyvCXLZ0j0ctnMHg**,10,51,f,White,2,2,4
18,6mGGovzyvCXm03r1QnlViQ**,5,40,f,Black,5,5,1
216,6mGGovzyvCXmaFvMXfjocw**,11,22,f,white,4,2,2
758,6mGGovzyvCXmAokr6DNQsA**,2,52,f,Black,3,4,2
845,6mGGovzyvCXMC1Cu7ow3Cw**,5,56,m,white,5,4,4
194,6mGGovzyvCXmEKhoG6BbOA**,2,22,m,African ,1,2,3
52,6mGGovzyvCXMGfjYMrbA_A**,3,39,f,Asian,11,3,4
576,6mGGovzyvCXmGggGddNr4A**,0,59,f,white,5,1,1
948,6mGGovzyvCXmhjYNJPrteQ**,1,45,m,Asian,4,6,4
553,6mGGovzyvCXmHZrYbIyBrw**,2,57,m,white,1,1,4
718,6mGGovzyvCXMjGR_37ld1Q**,10,49,f,white,3,4,1
257,6mGGovzyvCXmL6zzHWX9sQ**,5,51,f,White,0,1,2
164,6mGGovzyvCXmR2bth-z0RA**,9,30,m,White,10,3,1
962,6mGGovzyvCXmVkHaeO9JsA**,3,34,m,mexican,4,5,1
270,6mGGovzyvCXN02GzO-CHeA**,7,57,f,caucasian,3,2,3
388,6mGGovzyvCXn5zrL096OEA**,4,53,f,white,5,2,1
103,6mGGovzyvCXnAqsT7nQz2Q**,6,30,f,Asian,1,2,5
346,6mGGovzyvCXNB52f4RCVoQ**,11,59,m,white,3,2,2
604,6mGGovzyvCXNGTBhUnS9PA**,5,48,m,white,9,2,2
372,6mGGovzyvCXnizDv-0BiaQ**,1,58,f,White,10,2,1
50,6mGGovzyvCXNM879q89LTg**,1,36,f,White,4,5,4
812,6mGGovzyvCXnnRSdncA3CQ**,9,48,f,african american,0,4,1
392,6mGGovzyvCXnsFGLMenp2g**,9,57,f,Caucasian,6,1,5
321,6mGGovzyvCXNt5osnZSBJw**,10,43,f,White,7,3,4
712,6mGGovzyvCXNW1Jq_WA-aA**,5,18,f,White,8,4,2
632,6mGGovzyvCXNydpwPxUyKA**,8,28,m,white,3,3,1
130,6mGGovzyvCXNzX-5IRFYJg**,11,27,m,white,4,2,5
155,6mGGovzyvCXo08ElepIqUA**,11,35,m,Mixed,3,3,3
340,6mGGovzyvCXOb8HKtB5rvQ**,4,37,f,White,9,4,6
950,6mGGovzyvCXoBEnjrGtjow**,2,23,m,White,4,4,1
106,6mGGovzyvCXOC_td42elKA**,10,21,m,White,4,2,2
148,6mGGovzyvCXOdOPm01hKgg**,3,48,m,WHITE,7,3,2
107,6mGGovzyvCXofWj_SlYMcA**,0,55,m,black,0,4,1
953,6mGGovzyvCXOgz_k3L2eJA**,5,36,f,aferican american,6,4,1
888,6mGGovzyvCXoj5XXVXxjMw**,1,19,m,White,7,3,2
427,6mGGovzyvCXOndx3Qtb6ag**,7,52,m,white,2,2,1
72,6mGGovzyvCXOpIZxlt_dUg**,11,59,f,african american,10,4,5
764,6mGGovzyvCXOPraKIiAT6Q**,8,44,f,hispany,2,2,0
584,6mGGovzyvCXoQ2cqLY8wUQ**,9,57,f,white,10,2,1
275,6mGGovzyvCXOschblcUFeg**,0,49,f,white,2,7,3
821,6mGGovzyvCXoT5WXekmvZQ**,6,53,f,white,6,4,2
342,6mGGovzyvCXou5mt495Lrw**,7,39,m,white,11,3,6
707,6mGGovzyvCXOv1tVHASHDA**,0,54,f,white,1,1,2
969,6mGGovzyvCXoWvYUZfnolw**,10,22,m,Caucasian,3,7,1
413,6mGGovzyvCXoxlh9QVU21g**,5,51,f,caucasian,5,4,2
120,6mGGovzyvCXP_eGQ7P8CbA**,1,53,m,caucasian,8,4,2
911,6mGGovzyvCXp0cQhSxo66Q**,0,58,m,african american,2,2,1
380,6mGGovzyvCXp7GABPeLiUA**,9,20,m,caucasian,1,3,1
105,6mGGovzyvCXpBh12NpZUyA**,9,27,f,White,4,3,2
144,6mGGovzyvCXPbkTat-Qj5A**,1,33,m,white,2,5,3
276,6mGGovzyvCXpevigkux_WQ**,1,47,f,caucasian,5,4,5
101,6mGGovzyvCXpEZ5giyME8g**,5,34,f,AA,9,3,6
465,6mGGovzyvCXPfb9vk8Soww**,9,50,m,White,11,1,6
220,6mGGovzyvCX-Ph-1Iecg1Q**,3,30,f,White,5,1,4
201,6mGGovzyvCXpiwRcGC29Cg**,9,55,m,white,8,4,1
150,6mGGovzyvCXPkeW4uFPTHQ**,5,30,f,white/caucasion,6,5,2
345,6mGGovzyvCXPKPtwuoBpJA**,9,47,f,WHITE,6,3,0
184,6mGGovzyvCXPMbdfnBrN1Q**,3,34,f,Hispanic,3,4,2
342,6mGGovzyvCXpN0CHtEdtFQ**,7,23,m,white,10,4,3
479,6mGGovzyvCXpPYCCxLNBow**,0,28,m,white,1,1,1
70,6mGGovzyvCXPq6MZEXoNJQ**,9,59,f,white,3,2,4
795,6mGGovzyvCXpSWHyfMpFWQ**,4,59,m,white,10,2,1
936,6mGGovzyvCXPTODXM8OIlA**,1,53,m,amerasian,5,5,2
788,6mGGovzyvCXPVbtPsSMAZw**,9,39,m,white,7,3,6
19,6mGGovzyvCXpvFF0-l16Xg**,6,32,m,White,1,1,2
409,6mGGovzyvCXpxq4qiFQo5Q**,2,24,m,native american,0,1,3
481,6mGGovzyvCXPYeXCLmBasA**,2,25,f,White,7,4,3
694,6mGGovzyvCXq0FGnYyZYZA**,11,47,m,white,1,1,1
860,6mGGovzyvCXq-13pBD4few**,9,19,f,white,11,10,2
419,6mGGovzyvCXQ2mJjEeH5FA**,11,29,m,Caucasian,10,4,2
858,6mGGovzyvCXq5Pwgagh1fQ**,7,26,m,White,7,4,4
262,6mGGovzyvCXq6pvgSkSR_Q**,10,54,f,White,10,2,4
510,6mGGovzyvCXqeJThONF6kw**,7,58,m,White,10,4,6
472,6mGGovzyvCXqFP6MODaD3Q**,5,48,f,white,3,4,1
339,6mGGovzyvCXQiFC7puRT4g**,4,32,m,white,10,3,2
126,6mGGovzyvCXQIt2VRwzMCg**,7,23,m,Hispanic,2,5,3
831,6mGGovzyvCX-qIZBbEP60A**,4,38,f,white,8,2,4
794,6mGGovzyvCXqLJSG7StH2A**,2,49,f,white,4,5,1
635,6mGGovzyvCXQPlpPJgSlFg**,0,34,f,WHITE,10,5,1
302,6mGGovzyvCXqPwzBAtZ8YQ**,2,53,m,white,3,3,5
31,6mGGovzyvCXQQlEDqzwkbg**,6,43,f,white,2,4,4
110,6mGGovzyvCXqqU0HQrIqUA**,1,51,m,white,7,3,4
306,6mGGovzyvCXQRaBDWc_RrQ**,7,38,f,caucasian,3,4,3
823,6mGGovzyvCXQtQ7-x-AMig**,8,52,f,white,10,3,4
113,6mGGovzyvCXQUa70U_Co1g**,6,38,f,White,11,3,4
822,6mGGovzyvCXQVUVwssWWGg**,6,23,m,Mexican,3,3,1
512,6mGGovzyvCXQWT7ZEdAIQA**,8,43,f,white,3,3,4
864,6mGGovzyvCXqyl-DnFx73w**,1,50,m,white,6,1,3
473,6mGGovzyvCXR0adcVHQt8g**,6,47,f,White,7,2,1
398,6mGGovzyvCXrAjxNjNQN-Q**,3,20,m,White,0,4,1
60,6mGGovzyvCXRARvL4-Hecg**,11,37,m,White,8,2,4
159,6mGGovzyvCXRaUf17sWxog**,3,25,f,White,3,5,3
416,6mGGovzyvCXrC2_ErHY7Nw**,8,20,f,White,2,3,1
91,6mGGovzyvCXRDDZwVZIBsg**,6,22,f,Mixed,,2,3
217,6mGGovzyvCXRGcEkmPgONw**,1,31,m,white,4,4,6
626,6mGGovzyvCXrpvvIhjtoZg**,3,20,f,White,6,3,2
820,6mGGovzyvCXRQ6IlYmUSzQ**,5,27,f,white,1,5,0
514,6mGGovzyvCXRr0OioVJeiw**,11,56,f,white,0,3,2
484,6mGGovzyvCXRRQnWgxwx6Q**,4,48,m,white,10,4,4
836,6mGGovzyvCXRtKdV7kK5Tg**,9,33,f,White,1,6,0
959,6mGGovzyvCXrtTi3mxBRIg**,0,42,m,Caucasian,11,4,4
973,6mGGovzyvCXRu242_XTO_Q**,2,50,m,Caucasian,1,2,1
961,6mGGovzyvCXRuepSJxxPNg**,1,48,f,BLACK,2,2,3
424,6mGGovzyvCXRXqy9nvE-6A**,4,33,f,white,5,1,4
766,6mGGovzyvCXS_kj0DIZefA**,10,34,m,White,5,2,4
532,6mGGovzyvCXs1PzoNgIyeA**,4,31,f,White,8,3,3
798,6mGGovzyvCXs3RvSpm1fRQ**,7,33,m,white,0,2,1
631,6mGGovzyvCXs66-bn6m2uw**,8,35,f,CAUC,4,3,1
180,6mGGovzyvCXS-92lEa-jgA**,0,24,m,Indian,4,4,5
302,6mGGovzyvCXSd6HbjuXVHA**,3,55,f,Italian ,10,4,3
235,6mGGovzyvCXse3nTa1ALLQ**,8,21,m,black,9,1,6
45,6mGGovzyvCXSGnwq-YJB3g**,8,18,f,Mexican,3,3,2
930,6mGGovzyvCXsJX2Bu4M7lQ**,6,25,f,Asian/Caucasian,4,2,4
117,6mGGovzyvCXsL5pepOeK8w**,9,36,f,white,3,5,2
104,6mGGovzyvCXSmqKfO2DDqA**,9,32,m,white,10,2,2
737,6mGGovzyvCXSo9fJH6Cgbw**,6,26,f,White,3,4,3
887,6mGGovzyvCXsOw9bfe4w4Q**,0,29,f,caucasian,1,1,4
494,6mGGovzyvCXsPpHY3WbiRg**,3,24,f,Black,10,5,4
567,6mGGovzyvCXSR0t1iLYJww**,4,27,m,White,4,1,4
752,6mGGovzyvCXsSLEJFWoYug**,8,24,f,African American,5,4,2
366,6mGGovzyvCXSsQd_BJKeKg**,6,50,m,white,10,4,4
388,6mGGovzyvCXstFN8tNwbUQ**,5,30,f,white,10,4,1
729,6mGGovzyvCXstOyVpjiQ0g**,9,31,m,Asian,7,1,4
528,6mGGovzyvCXsw0yB-PzxVw**,0,38,f,white,1,3,2
856,6mGGovzyvCXszElQLpJfJQ**,5,42,f,white,7,2,3
560,6mGGovzyvCXT_nQ3o8b0Lg**,8,28,m,white,6,2,1
855,6mGGovzyvCXTEMV3925QkA**,3,23,f,Caucasian,3,4,2
394,6mGGovzyvCXTFj1bj0pdfg**,11,18,m,hispanic,0,3,1
255,6mGGovzyvCXTFViLFigXJw**,4,44,m,White,10,6,6
848,6mGGovzyvCXti0MVzR-jSA**,9,25,f,Caucasian,10,3,5
830,6mGGovzyvCXtim4gImhiEA**,3,27,f,white,1,6,2
434,6mGGovzyvCXtjohHjsUO4w**,3,56,m,Caucasion,5,6,2
399,6mGGovzyvCXtmXYF7_SjQw**,4,21,m,White,3,5,3
200,6mGGovzyvCXTRYl9G4_AMw**,8,23,m,Honky (White),2,2,4
421,6mGGovzyvCXtTwzN4i0JUw**,2,44,m,White,11,,4
277,6mGGovzyvCXtUjYEuBTjnw**,1,47,f,Caucasian,8,3,4
343,6mGGovzyvCXTuTQ33CfkFg**,8,56,f,White,3,3,2
576,6mGGovzyvCXTVbJgLIOCGw**,1,26,f,white,7,2,4
239,6mGGovzyvCXTx_Sk6M0XrA**,0,36,m,white,10,3,4
717,6mGGovzyvCXT-XozjnQzpw**,9,54,f,white,5,2,4
731,6mGGovzyvCXTZF3g6tty1g**,11,59,f,White,0,1,1
361,6mGGovzyvCXU_cZYTWh9AA**,2,20,f,White,3,2,2
464,6mGGovzyvCXU_DW2-5dL1g**,8,44,f,white/caucasian,3,3,3
167,6mGGovzyvCXU1CurBDapVg**,10,38,f,white,3,2,1
207,6mGGovzyvCXU2z9yFBcGKA**,2,58,m,White,3,2,3
686,6mGGovzyvCXU8fu6rbnQgg**,3,33,m,asian,10,4,4
987,6mGGovzyvCXUat9HRCy02Q**,4,57,m,German,6,2,3
614,6mGGovzyvCXUfQ8YZARyuw**,3,56,m,White,11,1,6
222,6mGGovzyvCXUH5nkPwXUGQ**,7,39,m,white,0,1,2
237,6mGGovzyvCXUiCujU6MdWA**,10,21,m,Kokoko,10,2,2
361,6mGGovzyvCXUKjW1EX34Yg**,2,23,m,Mixed,0,1,3
33,6mGGovzyvCXuKm74UYEe8Q**,8,29,m,White,10,8,6
285,6mGGovzyvCXuOiPCWOOCfQ**,10,37,m,white,1,2,2
157,6mGGovzyvCXUOKdfEgx1Pg**,1,21,f,Native American,2,3,2
792,6mGGovzyvCXuosA4fG5Aiw**,0,18,f,INDIAN,3,1,2
407,6mGGovzyvCXuQtdg0KEZKA**,0,45,f,White,4,3,2
397,6mGGovzyvCXUsNeNQxa3CA**,1,52,m,white,10,1,3
143,6mGGovzyvCXUt1bipLjfcg**,0,21,m,Black,8,6,3
267,6mGGovzyvCXUy2d7x7pK1Q**,3,53,f,African american,1,4,3
144,6mGGovzyvCXUYdapqaaQWw**,11,54,f,White,7,3,4
526,6mGGovzyvCXv14v135dn2g**,11,45,f,White,4,2,3
402,6mGGovzyvCXv3U9sAgHksA**,7,24,m,Other,0,7,2
910,6mGGovzyvCXVbjiosZghIQ**,11,31,f,White,4,4,1
665,6mGGovzyvCX-VD5e58Yy5A**,5,25,f,white,6,5,3
629,6mGGovzyvCXvEF9QQNiojg**,6,32,f,white,10,2,4
490,6mGGovzyvCXVenUXvm_dcQ**,10,25,f,Black,2,1,4
728,6mGGovzyvCXvfXAW2jp_UA**,8,55,f,white,5,2,4
538,6mGGovzyvCXVhPd10vZIQQ**,10,45,f,White,9,2,1
657,6mGGovzyvCXvJa_kLdD4bw**,10,34,f,hispanic,3,4,2
555,6mGGovzyvCXvLQY_sqes9w**,3,53,f,WHITE,10,3,2
809,6mGGovzyvCXvM--E1E51xA**,6,42,f,White,3,3,3
331,6mGGovzyvCXVMv2ftAWtLA**,8,54,f,White,2,2,0
102,6mGGovzyvCXvR1ZUfYOjAw**,7,55,m,homo sapien/ American,0,2,3
320,6mGGovzyvCX-vTps5Fbgsg**,9,42,m,White,0,1,4
385,6mGGovzyvCXvu_2KlWLYjw**,1,50,m,white,1,1,2
782,6mGGovzyvCXVvMMFEmj-lQ**,3,26,f,asian,3,1,4
996,6mGGovzyvCXW6Z0ePm-BEw**,0,40,m,Caucasian ,11,2,4
100,6mGGovzyvCXW7Imd99Oi9A**,4,40,f,Caucasian,10,4,4
176,6mGGovzyvCXwC_2X24gN4Q**,9,44,m,mixed,11,2,6
169,6mGGovzyvCXwdU2jxw8f4g**,0,47,m,White,11,2,6
920,6mGGovzyvCXwdXOcHqfeww**,8,34,m,White,7,3,3
474,6mGGovzyvCXWIoplR3T_gQ**,7,52,f,White/Caucasian,3,1,6
213,6mGGovzyvCXWJ4DtX9Ydzw**,8,49,f,white,6,2,2
983,6mGGovzyvCXwjFb6xHtsgw**,0,48,m,Caucasian ,4,2,6
989,6mGGovzyvCXWmDFpqhsWBQ**,6,37,m,LATINO,9,4,6
655,6mGGovzyvCXwmqlCdq7szw**,8,29,f,Puerto Rican,0,3,1
843,6mGGovzyvCXwNlNW6TcgaQ**,3,52,f,white,1,1,3
286,6mGGovzyvCXwp8K3ClSGPg**,11,29,m,Black,0,2,1
488,6mGGovzyvCXwpFIDg_UpoA**,8,27,m,asian,2,2,6
561,6mGGovzyvCXWqNSfHv0iTQ**,10,56,m,white,11,3,4
179,6mGGovzyvCXWtezBBKEaRg**,10,21,m,White,1,3,4
307,6mGGovzyvCXwtgWc0dGsWw**,8,41,f,causasin,3,3,3
574,6mGGovzyvCXWx_EzLwRpvQ**,10,37,m,White,3,1,2
835,6mGGovzyvCXWXmkxffWXLA**,8,29,f,Mixed,6,4,2
768,6mGGovzyvCXWylkAZe_RGw**,1,33,f,white,0,2,3
793,6mGGovzyvCXWyYhC0f8mNQ**,1,24,f,White,3,1,4
271,6mGGovzyvCXxaRIlPXEddQ**,7,55,f,white,4,2,1
701,6mGGovzyvCXXAtvKFU6yrA**,5,56,f,white,1,1,2
196,6mGGovzyvCXxhpyKqrTj3Q**,3,58,m,White,3,2,6
775,6mGGovzyvCXXhyYbU-IvXA**,8,38,m,white,9,4,4
305,6mGGovzyvCXxJ9tP6E56pw**,6,25,m,white/Asian,8,1,4
873,6mGGovzyvCXXLW6Ir8ax4A**,10,30,m,White,11,2,6
931,6mGGovzyvCXxpdOY8NGICQ**,7,34,f,white,0,1,1
223,6mGGovzyvCXXpZRwXkRXlw**,8,33,m,white,11,4,6
964,6mGGovzyvCXxqHq8jnadFQ**,5,49,m,white,1,2,1
922,6mGGovzyvCXxUV6YHwEB9Q**,10,34,f,hispanic,2,3,4
266,6mGGovzyvCXxvCYzSHiWHw**,3,44,m,CaucIndian,10,3,5
151,6mGGovzyvCXY7EAWaYg74A**,8,29,m,White,10,3,4
513,6mGGovzyvCXy7iBlQLxVFA**,9,52,m,white,1,1,1
12,6mGGovzyvCXYaYk6l_v5Kw**,11,39,f,White,4,4,3
188,6mGGovzyvCXyDd1HNZ2Njw**,7,31,f,caucasian,7,3,5
491,6mGGovzyvCXYGUwW5YRhbQ**,0,56,f,Caucasian,2,1,1
106,6mGGovzyvCXyiBwFVgTlhw**,11,59,m,White,10,3,3
847,6mGGovzyvCXYJf6zpp-fbA**,8,29,f,white,1,3,2
246,6mGGovzyvCX-yKUj5l_7pw**,6,49,m,white,7,1,4
923,6mGGovzyvCXyMKuYQoyXvw**,0,51,m,white,2,1,3
915,6mGGovzyvCXYqhREHedx3g**,4,44,m,white,5,3,2
518,6mGGovzyvCXYRazih4c8OA**,3,21,m,middle eastern,3,2,3
838,6mGGovzyvCXys-YpgPqoIQ**,10,21,f,White,3,2,1
784,6mGGovzyvCXyYj0EY57Jpw**,5,40,f,White,11,3,6
278,6mGGovzyvCXyZ1pmRc0GUw**,2,28,f,White,5,3,4
459,6mGGovzyvCXZ4sl9avAunA**,4,38,m,asian,8,3,6
303,6mGGovzyvCXz87waT13U-g**,4,55,f,black,2,2,1
384,6mGGovzyvCXZ9Y5qCqMLgQ**,1,32,f,Asian ,10,3,4
960,6mGGovzyvCXzCAn4x-F73g**,0,31,m,white,7,3,4
413,6mGGovzyvCXzekYSk4NntA**,6,54,f,CAUCASIAN,5,2,5
200,6mGGovzyvCXZMVmBz8Cp6w**,9,31,m,indian,10,1,6
198,6mGGovzyvCXZsUgDhAI_KQ**,5,21,f,White,2,2,4
346,6mGGovzyvCXztjYIl7b6ng**,11,38,m,caucasian,11,2,4
668,6mGGovzyvCX-ZV-xa_KvuA**,8,24,f,white/native american,0,4,2
401,6mGGovzyvCXzzrH6wKObpw**,6,29,m,White,8,4,6
